"filename", "language", "Python", "JSON Lines", "JSON", "Markdown", "Ini", "JSON with Comments", "pip requirements", "comment", "blank", "total"
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_072408\designs\Sat1.json", "JSON", 0, 0, -55, 0, 0, 0, 0, 0, 0, -55
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_072408\game_state.json", "JSON", 0, 0, -12837, 0, 0, 0, 0, 0, 0, -12837
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_072408\save_metadata.json", "JSON", 0, 0, -8, 0, 0, 0, 0, 0, 0, -8
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_074141\designs\Cplx1.json", "JSON", 0, 0, -86, 0, 0, 0, 0, 0, 0, -86
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_074141\designs\ES1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_074141\designs\Ftr1.json", "JSON", 0, 0, -84, 0, 0, 0, 0, 0, 0, -84
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_074141\designs\Sat1.json", "JSON", 0, 0, -55, 0, 0, 0, 0, 0, 0, -55
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_074141\designs\cplex2.json", "JSON", 0, 0, -99, 0, 0, 0, 0, 0, 0, -99
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_074141\game_state.json", "JSON", 0, 0, -12853, 0, 0, 0, 0, 0, 0, -12853
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_074141\save_metadata.json", "JSON", 0, 0, -8, 0, 0, 0, 0, 0, 0, -8
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_173330\designs\ES_1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_173330\designs\SYard_1.json", "JSON", 0, 0, -104, 0, 0, 0, 0, 0, 0, -104
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_173330\game_state.json", "JSON", 0, 0, -12850, 0, 0, 0, 0, 0, 0, -12850
"c:\Dev\Starship Battles\saves\Terran_Command_20260118_173330\save_metadata.json", "JSON", 0, 0, -8, 0, 0, 0, 0, 0, 0, -8
"c:\Dev\Starship Battles\saves\TestGame\save_metadata.json", "JSON", 0, 0, -15, 0, 0, 0, 0, 0, 0, -15
"c:\Dev\Starship Battles\saves\TestGame\turns\turn_1.json", "JSON", 0, 0, -89, 0, 0, 0, 0, 0, 0, -89
"c:\Dev\Starship Battles\saves\TestGame\turns\turn_2.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\TestGame\turns\turn_3.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\TestGame\turns\turn_5.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\TestIntegration\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\TestIntegration\turns\turn_1.json", "JSON", 0, 0, -15416, 0, 0, 0, 0, 0, 0, -15416
"c:\Dev\Starship Battles\saves\TestSave\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\TestSave\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\Testing7\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\Testing7\turns\turn_1.json", "JSON", 0, 0, -13426, 0, 0, 0, 0, 0, 0, -13426
"c:\Dev\Starship Battles\saves\TestingSaves1\designs\empire_0\Cplex1.json", "JSON", 0, 0, -86, 0, 0, 0, 0, 0, 0, -86
"c:\Dev\Starship Battles\saves\TestingSaves1\designs\empire_0\Cplex_1.json", "JSON", 0, 0, -87, 0, 0, 0, 0, 0, 0, -87
"c:\Dev\Starship Battles\saves\TestingSaves1\designs\empire_0\ES_1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\TestingSaves1\designs\empire_0\ES_2.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\TestingSaves1\designs\empire_0\SYard1.json", "JSON", 0, 0, -299, 0, 0, 0, 0, 0, 0, -299
"c:\Dev\Starship Battles\saves\TestingSaves1\designs\empire_0\SYard_1.json", "JSON", 0, 0, -287, 0, 0, 0, 0, 0, 0, -287
"c:\Dev\Starship Battles\saves\TestingSaves1\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\TestingSaves1\turns\turn_1.json", "JSON", 0, 0, -14953, 0, 0, 0, 0, 0, 0, -14953
"c:\Dev\Starship Battles\saves\TurnListTest\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\TurnListTest\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\TurnListTest\turns\turn_2.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\TurnListTest\turns\turn_3.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\master 5\designs\empire_0\Cplex1.json", "JSON", 0, 0, -86, 0, 0, 0, 0, 0, 0, -86
"c:\Dev\Starship Battles\saves\master 5\designs\empire_0\Cplex_1.json", "JSON", 0, 0, -87, 0, 0, 0, 0, 0, 0, -87
"c:\Dev\Starship Battles\saves\master 5\designs\empire_0\ES_1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\master 5\designs\empire_0\ES_2.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\master 5\designs\empire_0\SYard1.json", "JSON", 0, 0, -299, 0, 0, 0, 0, 0, 0, -299
"c:\Dev\Starship Battles\saves\master 5\designs\empire_0\SYard_1.json", "JSON", 0, 0, -287, 0, 0, 0, 0, 0, 0, -287
"c:\Dev\Starship Battles\saves\master 5\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\master 5\turns\turn_1.json", "JSON", 0, 0, -14859, 0, 0, 0, 0, 0, 0, -14859
"c:\Dev\Starship Battles\saves\master5\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\master5\turns\turn_1.json", "JSON", 0, 0, -17745, 0, 0, 0, 0, 0, 0, -17745
"c:\Dev\Starship Battles\saves\meteor\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\meteor\turns\turn_1.json", "JSON", 0, 0, -13988, 0, 0, 0, 0, 0, 0, -13988
"c:\Dev\Starship Battles\saves\testgridview\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\testgridview\turns\turn_1.json", "JSON", 0, 0, -14027, 0, 0, 0, 0, 0, 0, -14027
"c:\Dev\Starship Battles\saves\testinaves3\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\testinaves3\turns\turn_1.json", "JSON", 0, 0, -15656, 0, 0, 0, 0, 0, 0, -15656
"c:\Dev\Starship Battles\saves\testing fleet\designs\empire_0\ES1-NW.json", "JSON", 0, 0, -133, 0, 0, 0, 0, 0, 0, -133
"c:\Dev\Starship Battles\saves\testing fleet\designs\empire_0\ES1.json", "JSON", 0, 0, -146, 0, 0, 0, 0, 0, 0, -146
"c:\Dev\Starship Battles\saves\testing fleet\designs\empire_0\Syard1.json", "JSON", 0, 0, -291, 0, 0, 0, 0, 0, 0, -291
"c:\Dev\Starship Battles\saves\testing fleet\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\testing fleet\turns\turn_1.json", "JSON", 0, 0, -15261, 0, 0, 0, 0, 0, 0, -15261
"c:\Dev\Starship Battles\saves\testing fleet\turns\turn_2.json", "JSON", 0, 0, -15559, 0, 0, 0, 0, 0, 0, -15559
"c:\Dev\Starship Battles\saves\testing fleet\turns\turn_3.json", "JSON", 0, 0, -15772, 0, 0, 0, 0, 0, 0, -15772
"c:\Dev\Starship Battles\saves\testing fleet\turns\turn_4.json", "JSON", 0, 0, -15941, 0, 0, 0, 0, 0, 0, -15941
"c:\Dev\Starship Battles\saves\testing fleet\turns\turn_5.json", "JSON", 0, 0, -16110, 0, 0, 0, 0, 0, 0, -16110
"c:\Dev\Starship Battles\saves\testing fleet\turns\turn_6.json", "JSON", 0, 0, -16084, 0, 0, 0, 0, 0, 0, -16084
"c:\Dev\Starship Battles\saves\testing fleet\turns\turn_7.json", "JSON", 0, 0, -16050, 0, 0, 0, 0, 0, -1, -16051
"c:\Dev\Starship Battles\saves\testing fleet\turns\turn_8.json", "JSON", 0, 0, -16044, 0, 0, 0, 0, 0, -1, -16045
"c:\Dev\Starship Battles\saves\testing fleet\turns\turn_9.json", "JSON", 0, 0, -16044, 0, 0, 0, 0, 0, -1, -16045
"c:\Dev\Starship Battles\saves\testing fleets\designs\empire_0\ES_1.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\testing fleets\designs\empire_0\SYard_1.json", "JSON", 0, 0, -300, 0, 0, 0, 0, 0, 0, -300
"c:\Dev\Starship Battles\saves\testing fleets\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\testing fleets\turns\turn_1.json", "JSON", 0, 0, -14472, 0, 0, 0, 0, 0, 0, -14472
"c:\Dev\Starship Battles\saves\testing fleets\turns\turn_2.json", "JSON", 0, 0, -14779, 0, 0, 0, 0, 0, 0, -14779
"c:\Dev\Starship Battles\saves\testing fleets\turns\turn_3.json", "JSON", 0, 0, -14978, 0, 0, 0, 0, 0, 0, -14978
"c:\Dev\Starship Battles\saves\testing fleets\turns\turn_4.json", "JSON", 0, 0, -15118, 0, 0, 0, 0, 0, 0, -15118
"c:\Dev\Starship Battles\saves\testing fleets\turns\turn_5.json", "JSON", 0, 0, -15248, 0, 0, 0, 0, 0, 0, -15248
"c:\Dev\Starship Battles\saves\testing races\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\testing races\turns\turn_1.json", "JSON", 0, 0, -11118, 0, 0, 0, 0, 0, 0, -11118
"c:\Dev\Starship Battles\saves\testing races\turns\turn_2.json", "JSON", 0, 0, -11118, 0, 0, 0, 0, 0, 0, -11118
"c:\Dev\Starship Battles\scripts\apply_resource_costs.py", "Python", -101, 0, 0, 0, 0, 0, 0, -7, -14, -122
"c:\Dev\Starship Battles\scripts\check_legacy_data.py", "Python", -28, 0, 0, 0, 0, 0, 0, 0, -10, -38
"c:\Dev\Starship Battles\scripts\find_alias_usages.py", "Python", -34, 0, 0, 0, 0, 0, 0, -5, -12, -51
"c:\Dev\Starship Battles\scripts\generate_placeholders.py", "Python", -37, 0, 0, 0, 0, 0, 0, -12, -13, -62
"c:\Dev\Starship Battles\scripts\process_flags.py", "Python", -122, 0, 0, 0, 0, 0, 0, -17, -36, -175
"c:\Dev\Starship Battles\scripts\reorg_tests.py", "Python", -33, 0, 0, 0, 0, 0, 0, -9, -15, -57
"c:\Dev\Starship Battles\scripts\verify_planet_names.py", "Python", -19, 0, 0, 0, 0, 0, 0, -1, -9, -29
"c:\Dev\Starship Battles\scripts\verify_star_scale.py", "Python", -26, 0, 0, 0, 0, 0, 0, -11, -12, -49
"c:\Dev\Starship Battles\scripts\visual_test_galaxy.py", "Python", -159, 0, 0, 0, 0, 0, 0, -97, -68, -324
"c:\Dev\Starship Battles\ships\Beam Frigate (FR).json", "JSON", 0, 0, -413, 0, 0, 0, 0, 0, 0, -413
"c:\Dev\Starship Battles\ships\Carrier (BC).json", "JSON", 0, 0, -1192, 0, 0, 0, 0, 0, 0, -1192
"c:\Dev\Starship Battles\ships\Devastator (MN).json", "JSON", 0, 0, -1871, 0, 0, 0, 0, 0, 0, -1871
"c:\Dev\Starship Battles\ships\Fighter Beam (FS).json", "JSON", 0, 0, -160, 0, 0, 0, 0, 0, 0, -160
"c:\Dev\Starship Battles\ships\RailGun Frigate (FR).json", "JSON", 0, 0, -243, 0, 0, 0, 0, 0, 0, -243
"c:\Dev\Starship Battles\ships\crap custom.json", "JSON", 0, 0, -258, 0, 0, 0, 0, 0, 0, -258
"c:\Dev\Starship Battles\simulation_tests\ABILITY_TEST_COVERAGE_PLAN.md", "Markdown", 0, 0, 0, -170, 0, 0, 0, 0, -63, -233
"c:\Dev\Starship Battles\simulation_tests\COMBAT_LAB_DOCUMENTATION.md", "Markdown", 0, 0, 0, -909, 0, 0, 0, 0, -256, -1165
"c:\Dev\Starship Battles\simulation_tests\QUICK_START_GUIDE.md", "Markdown", 0, 0, 0, -454, 0, 0, 0, 0, -130, -584
"c:\Dev\Starship Battles\simulation_tests\README.md", "Markdown", 0, 0, 0, -273, 0, 0, 0, 0, -107, -380
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAM360-001_2026-01-17T14-14-14-216260_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAM360-001_2026-01-17T14-14-14-216260_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAM360-001_2026-01-17T16-17-26-246800_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAM360-001_2026-01-17T16-17-26-246800_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001-HT_2026-01-17T19-45-49-503028_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001-HT_2026-01-17T19-45-49-503028_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001-HT_2026-01-17T20-07-21-799550_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001-HT_2026-01-17T20-07-21-799550_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001-HT_2026-01-17T21-20-05-546580_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001-HT_2026-01-17T21-20-05-546580_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001-HT_2026-01-17T21-46-09-617077_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001-HT_2026-01-17T21-46-09-617077_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001-HT_2026-01-26T20-34-55-189345_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001-HT_2026-01-26T20-34-55-189345_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T19-45-46-591930_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T19-45-46-591930_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T19-50-51-577215_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T19-50-51-577215_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T20-07-21-319051_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T20-07-21-319051_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T20-34-05-606713_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T20-34-05-606713_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T20-34-34-493341_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T20-34-34-493341_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-18-53-839241_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-18-53-839241_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-12-818206_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-12-818206_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-19-609963_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-19-609963_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-21-103293_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-21-103293_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-25-868735_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-25-868735_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-26-280910_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-26-280910_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-26-704901_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-26-704901_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-27-052204_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-27-052204_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-27-416925_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-27-416925_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-28-295314_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-19-28-295314_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-36-35-620070_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-36-35-620070_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-45-29-081024_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-45-29-081024_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-53-17-406368_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-53-17-406368_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-53-18-496663_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-53-18-496663_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-53-55-823413_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-53-55-823413_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-54-32-426587_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-17T21-54-32-426587_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-25T16-11-16-821599_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-25T16-11-16-821599_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-26T20-34-42-932084_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-26T20-34-42-932084_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-27T17-17-54-099076_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-001_2026-01-27T17-17-54-099076_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002-HT_2026-01-17T19-45-57-548361_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002-HT_2026-01-17T19-45-57-548361_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002-HT_2026-01-17T20-07-29-831393_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002-HT_2026-01-17T20-07-29-831393_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002_2026-01-17T19-45-57-436836_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002_2026-01-17T19-45-57-436836_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002_2026-01-17T20-07-29-725327_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002_2026-01-17T20-07-29-725327_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002_2026-01-17T21-18-54-321817_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002_2026-01-17T21-18-54-321817_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002_2026-01-17T21-19-12-933065_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002_2026-01-17T21-19-12-933065_initial.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
"c:\Dev\Starship Battles\simulation_tests\battle_states\BEAMWEAPON-002_2026-01-25T16-24-32-501713_final.json", "JSON", 0, 0, -141, 0, 0, 0, 0, 0, 0, -141
